exchange_nr,source,company,means_of_exchange,orig_yr,dest_yr,orig_loc_port_modern,orig_loc_region_modern,orig_loc_abr,dest_loc_port,dest_loc_region,dest_loc_abr,textile_quantity,textile_unit,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,supplier,total_value,price_per_unit
2013300,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,adathaies,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,17.57,4.3925
2013301,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,adathaies,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,8.785,4.3925
2013302,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,allegias,zijden Surats,NA,NA,NA,NA,silk,Gujarat (Surat),NA,for gift,NA,NA,6.86,6.86
2013303,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2000,ps.,NA,NA,baftas,zwart breed hele Surats,black,NA,NA,NA,NA,Gujarat (Surat),NA,"whole, wide",NA,NA,6165.284999999999,3.0826424999999995
2013304,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,baftas,"Bharuch, gouden hoofden",gold,NA,borders,NA,NA,Gujarat (Bharuch),NA,for gift,NA,NA,18.41,9.205
2013305,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,baftas,"Bharuch, met gouden hoofden",gold,NA,borders,NA,NA,Gujarat (Bharuch),NA,for gift,NA,NA,18.41,9.205
2013306,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,baftas,"Bharuch, met gouden hoofden",gold,NA,borders,NA,NA,Gujarat (Bharuch),NA,for gift,NA,NA,18.41,9.205
2013307,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,baftas,"Bharuch, met gouden hoofden",gold,NA,borders,NA,NA,Gujarat (Bharuch),NA,for gift,NA,NA,9.205,9.205
2013308,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,960,ps.,NA,NA,baftas,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,3457.9824999999996,3.6020651041666665
2013309,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,80,ps.,NA,NA,baftas,met gouden hoofden Surats,gold,NA,borders,NA,NA,Gujarat (Surat),NA,NA,NA,NA,756.2275,9.45284375
2013310,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,700,ps.,NA,NA,bethilles,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,2187.1675,3.124525
2013311,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,for gift,NA,NA,13.545,6.7725
2013312,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,for gift,NA,NA,13.545,6.7725
2013313,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,for gift,NA,NA,6.7725,6.7725
2013314,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,for gift,NA,NA,13.545,6.7725
2013315,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,chintz/kalamkari,fijn Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),fine,for gift,NA,NA,18.83,9.415
2013316,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,chintz/kalamkari,fijn Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),fine,for gift,NA,NA,9.415,9.415
2013317,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,19.32,4.83
2013318,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,19.32,4.83
2013319,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,6,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,28.979999999999997,4.829999999999999
2013320,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,14.489999999999998,4.829999999999999
2013321,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,14.489999999999998,4.829999999999999
2013322,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,9.66,4.83
2013323,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,19.32,4.83
2013324,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,chintz/kalamkari,gedrukt Kust,NA,NA,NA,printed,NA,Coast (presumed Coromandel),NA,for gift,NA,NA,9.66,4.83
2013325,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,120,ps.,NA,NA,dekens,Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,427.97999999999996,3.5664999999999996
2013326,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,dongris,tot de afpakking verbruikt,NA,NA,NA,NA,NA,NA,NA,for packing,NA,NA,2.415,1.2075
2013327,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2400,ps.,NA,NA,gerras,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,4549.4574999999995,1.8956072916666664
2013328,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,200,ps.,NA,NA,gingham,pinasse Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,pinasse,NA,NA,599.795,2.9989749999999997
2013329,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,400,ps.,NA,NA,guinea cloth,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,3232.81,8.082025
2013330,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3.5,el.,NA,NA,laken,groen,green,NA,NA,NA,NA,NA,NA,for gift,NA,NA,12.25,3.5
2013331,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3.5,el.,NA,NA,laken,groen,green,NA,NA,NA,NA,NA,NA,for gift,NA,NA,12.25,3.5
2013332,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,el.,NA,NA,laken,groen,green,NA,NA,NA,NA,NA,NA,for gift,NA,NA,14,3.5
2013333,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,19.215,9.6075
2013334,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,19.215,9.6075
2013335,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,9.6075,9.6075
2013336,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,mallemolens,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,19.215,9.6075
2013337,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,400,ps.,NA,NA,muris,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,NA,1432.375,3.5809375
2013338,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,840,ps.,NA,NA,nickanees,Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,1262.8525,1.5033958333333333
2013339,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,patola,zijden van 5 asta,NA,NA,NA,NA,silk,NA,NA,"5 asta, for gift",NA,NA,10.149999999999999,5.074999999999999
2013340,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,patola,zijden van 5 asta,NA,NA,NA,NA,silk,NA,NA,"5 asta, for gift",NA,NA,15.225,5.075
2013341,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,patola,zijden van 6 asta,NA,NA,NA,NA,silk,NA,NA,"6 asta, for gift",NA,NA,23.065,11.5325
2013342,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1920,ps.,NA,NA,percallen,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,3095.0499999999997,1.6120052083333332
2013343,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1600,ps.,NA,NA,percallen,rood Kust,red,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,3757.6349999999998,2.348521875
2013344,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,28,rolls,NA,NA,sail cloth,in soort,NA,NA,NA,NA,NA,NA,NA,assorted,NA,NA,616,22
2013345,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,6,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,for gift,NA,NA,17.955,2.9924999999999997
2013346,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,for gift,NA,NA,8.977500000000001,2.9925
2013347,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,for gift,NA,NA,5.985,2.9925
2013348,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,for gift,NA,NA,11.97,2.9925
2013349,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,for gift,NA,NA,2.9925,2.9925
2013350,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,960,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,2858.7999999999997,2.9779166666666663
2013351,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2400,ps.,NA,NA,salempores,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,8084.072499999999,3.368363541666666
2013352,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,el.,NA,NA,scharlaken,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,16.799999999999997,4.199999999999999
2013353,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,el.,NA,NA,scharlaken,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,8.399999999999999,4.199999999999999
2013354,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,sollogesjes,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,16.799999999999997,5.599999999999999
2013355,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,sollogesjes,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,22.4,5.6
2013356,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,3,ps.,NA,NA,sollogesjes,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,16.799999999999997,5.599999999999999
2013357,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,1,ps.,NA,NA,sollogesjes,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,5.6,5.6
2013358,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,2,ps.,NA,NA,sollogesjes,NA,NA,NA,NA,NA,NA,NA,NA,for gift,NA,NA,11.2,5.6
2013359,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,5,ps.,NA,NA,tapis,Java,NA,NA,NA,NA,NA,Java,NA,for gift,NA,NA,21,4.2
2013360,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,4,ps.,NA,NA,tapis,Java,NA,NA,NA,NA,NA,Java,NA,for gift,NA,NA,16.799999999999997,4.199999999999999
2013361,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,27,ps.,NA,NA,vlaggendoek,"Surats, in soort",NA,NA,NA,NA,NA,Gujarat (Surat),NA,assorted,NA,NA,79.38,2.94
2013362,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,6,lb.,yarn,NA,yarn,grof Hollands in soort,NA,NA,NA,NA,NA,Holland,coarse,assorted,NA,NA,6.72,1.1199999999999999
2013363,bgb_14117,VOC,"Schoonderloo, Driebergen",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Padang,"Sumatra, Indonesia",Sumatra,20,lb.,yarn,NA,zegelgaren,Hollands,NA,NA,NA,NA,NA,Holland,NA,NA,NA,NA,8.399999999999999,0.41999999999999993
2013364,bgb_14130,VOC,Raadhuis van Enkhuizen,1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,15175,lb.,fiber (unprocessed),NA,silk,ruw Bengaals,NA,natural,NA,NA,silk,Bengal,NA,raw,NA,NA,46759.825,3.0813723228995054
2013365,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,2500,ps.,NA,NA,allegias,tesser Bengaals,NA,yellow,NA,NA,silk (tussur),Bengal,NA,NA,NA,NA,10530.432499999999,4.212173
2013366,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,1,ps.,NA,NA,boratten,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1125,81.1125
2013367,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,24940,lb.,NA,NA,catches,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,1836.9574999999998,0.07365507217321571
2013368,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,20,ps.,NA,NA,chintz/kalamkari,verguld Kust,NA,NA,NA,gilded,NA,Coast (presumed Coromandel),NA,NA,NA,NA,488.6524999999999,24.432624999999994
2013369,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,2579.75,lb.,yarn,NA,yarn,Bengaals florette garen,NA,NA,NA,NA,silk (floret),Bengal,NA,NA,NA,NA,4905.355,1.9014846399844945
2013370,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,3500,ps.,NA,NA,gerras,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,5887.49,1.68214
2013371,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,1000,ps.,NA,NA,gingham,pinasse Bengaals,NA,NA,NA,NA,NA,Bengal,NA,pinasse,NA,NA,6497.5925,6.4975925
2013372,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,1500,ps.,NA,NA,gingham,effen Bengaals,NA,NA,plain,NA,NA,Bengal,NA,NA,NA,NA,5343.397499999999,3.5622649999999996
2013373,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,1200,ps.,NA,NA,gingham,sestienes Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,sestienes,NA,NA,9823.0825,8.185902083333334
2013374,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,3500,ps.,NA,NA,gingham,taffachelas Bengaals,NA,NA,NA,NA,NA,Bengal,NA,taffachelas,NA,NA,15242.5175,4.355005
2013375,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,1000,ps.,NA,NA,gingham,gestreept Bengaals,NA,NA,striped,NA,NA,Bengal,NA,NA,NA,NA,4384.7125,4.3847125
2013376,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,2,ps.,NA,NA,guinea cloth,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,13.545,6.7725
2013377,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,53,ps.,NA,NA,gunizak,tot de was,NA,NA,NA,NA,NA,NA,NA,for packing,NA,NA,8.3475,0.1575
2013378,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,6,ps.,NA,NA,heerensayen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336.3325,56.055416666666666
2013379,bgb_14131,VOC,"Rijnestein, Bredenhof, Lokhorst",1711,1711,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Nagasaki (former Deshima),Japan,Japan,55,ps.,NA,NA,croonrassen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424.4475,25.899045454545455
