exchange_nr,source,company,means_of_exchange,orig_yr,dest_yr,orig_loc_port_modern,orig_loc_region_modern,orig_loc_abr,dest_loc_port,dest_loc_region,dest_loc_abr,textile_quantity,textile_unit,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,supplier,total_value,price_per_unit
2004701,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),500,ps.,NA,NA,brawles,Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,467.79249999999996,0.9355849999999999
2004702,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,baftas,wit breed Surats,white,NA,NA,NA,NA,Gujarat (Surat),NA,wide,NA,NA,727.3874999999999,3.0307812499999995
2004703,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,baftas,wit smal Surats,white,NA,NA,NA,NA,Gujarat (Surat),NA,narrow,NA,NA,581.3849999999999,2.4224374999999996
2004704,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),300,ps.,NA,NA,beraupaats,wit Surats,white,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,1238.7375,4.129125
2004705,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,chintz/kalamkari,chiaboutria Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,chiaboutria,NA,NA,600.25,3.00125
2004706,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1600,ps.,NA,NA,corroots,Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,976.7099999999999,0.61044375
2004707,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),340,ps.,NA,NA,nickanees,Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,686.3675,2.0187279411764703
2004708,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),360,ps.,NA,NA,savogesjes,Surats,NA,NA,NA,NA,NA,Gujarat (Surat),NA,NA,NA,NA,977.7075,2.7158541666666665
2004709,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),517.5,lb.,yarn,NA,yarn,katoenen Surats,NA,NA,NA,NA,cotton,Gujarat (Surat),NA,NA,NA,NA,179.11249999999998,0.3461111111111111
2004710,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),450,lb.,fiber (unprocessed),NA,kiermanse wol,Kirmans,NA,NA,NA,NA,wool,Persia (Kirman),NA,NA,NA,NA,351.4,0.7808888888888889
2004711,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),875,lb.,yarn,NA,yarn,katoenen Javaans,NA,NA,NA,NA,cotton,Java,NA,NA,NA,NA,272.73749999999995,0.3116999999999999
2004712,bgb_17982,VOC,Loenderveen,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),201,lb.,fiber (unprocessed),NA,silk,ruw Chinees,NA,natural,NA,NA,silk,China,NA,raw,NA,NA,765.1525,3.8067288557213934
2004713,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),2750,ps.,NA,NA,armosynen,Bengaals,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,NA,NA,NA
2004714,KB_Delpher_1723-28-08_Amst,VOC,"Hillegonda, Jacoba, Samaritaan, Theodora",1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),NA,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,restas,zijden Bengaals,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,NA,NA,NA
2004715,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),4307,ps.,NA,NA,silk stuffs,zijden,NA,NA,NA,NA,silk,NA,NA,NA,NA,NA,26250.105,6.094753889017878
2004716,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),800,ps.,NA,NA,allegias,Bengaals,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,NA,5645.447499999999,7.056809374999999
2004717,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),240,ps.,NA,NA,ambertees,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,823.41,3.430875
2004718,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),80,ps.,NA,NA,bethilles,cangan Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,cangan,NA,NA,575.0849999999999,7.188562499999999
2004719,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),150,ps.,NA,NA,baftas,fijn Bengaals,NA,NA,NA,NA,cotton,Bengal,fine,NA,NA,NA,784.2975000000001,5.228650000000001
2004720,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1840,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,15548.609999999999,8.45033152173913
2004721,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),300,ps.,NA,NA,deriabadys,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,963.3225000000001,3.2110750000000006
2004722,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),2000,ps.,NA,NA,photaes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,5065.97,2.532985
2004723,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),3360,ps.,NA,NA,guinea cloth,gemeen gebleekt Bengaals,NA,white,NA,bleached,cotton,Bengal,ordinary,NA,NA,NA,18787.8075,5.591609375
2004724,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),4100,ps.,NA,NA,gerras,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,9143.9075,2.2302213414634147
2004725,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1700,ps.,NA,NA,gingham,gestreept Bengaals,NA,NA,striped,NA,cotton,Bengal,NA,NA,NA,NA,5780.775,3.400455882352941
2004726,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,gingham,effen Bengaals,NA,NA,plain,NA,cotton,Bengal,NA,NA,NA,NA,656.67,3.28335
2004727,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,gingham,taffachelas Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,taffachelas,NA,NA,754.53,3.77265
2004728,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),820,ps.,NA,NA,hammans,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,5461.732499999999,6.6606493902439015
2004729,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),570,ps.,NA,NA,lacorijns,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,1499.9424999999999,2.6314780701754383
2004730,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),3270,ps.,NA,NA,mallemolens,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,28470.364999999998,8.70653363914373
2004731,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),400,ps.,NA,NA,roemaals,neusdoeken Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,handkerchief,NA,NA,944.055,2.3601375
2004732,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,sollogesjes,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,762.5625,7.625625
2004733,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,sanen,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,467.32,4.6732
2004734,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),150,ps.,NA,NA,therindains,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,2041.5324999999998,13.610216666666666
2004735,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),7620,ps.,NA,NA,sail cloth,Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,16748.6375,2.1979839238845145
2004736,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),4552.5,lb.,yarn,NA,yarn,Bengaals florette garen,NA,NA,NA,NA,silk (floret),Bengal,NA,NA,NA,NA,10254.895,2.252585392641406
2004737,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),2720,lb.,yarn,NA,yarn,katoenen Bengaals,NA,NA,NA,NA,cotton,Bengal,NA,NA,NA,NA,783.615,0.28809375
2004738,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,dongris,gebleekt Kust,NA,white,NA,bleached,cotton,Coast (presumed Coromandel),NA,NA,NA,NA,890.2249999999999,1.8546354166666665
2004739,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1020,ps.,NA,NA,guinea cloth,gemeen gebleekt Kust,NA,white,NA,bleached,cotton,Coast (presumed Coromandel),ordinary,NA,NA,NA,7220.429999999999,7.07885294117647
2004740,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),460,ps.,NA,NA,guinea cloth,ruw Kust,NA,natural,NA,NA,cotton,Coast (presumed Coromandel),NA,raw,NA,NA,3228.8025,7.019135869565217
2004741,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1200,ps.,NA,NA,salempores,ruw Kust,NA,natural,NA,NA,cotton,Coast (presumed Coromandel),NA,raw,NA,NA,3824.4324999999994,3.1870270833333327
2004742,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1250,lb.,yarn,NA,yarn,katoenen Javaans,NA,NA,NA,NA,cotton,Java,NA,NA,NA,NA,336,0.2688
2004743,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),534.875,lb.,fiber (unprocessed),NA,silk,ruw Chinees,NA,natural,NA,NA,silk,China,NA,raw,NA,NA,2116.3624999999997,3.9567422294928716
2004744,bgb_17986,VOC,Hillegonda,1723,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Hoorn,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),5,ps.,shaped garment,NA,japonse zijde rok,zijden Japans,NA,NA,NA,NA,silk,Japan,NA,NA,NA,NA,260.96,52.19199999999999
2004745,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,bethilles,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,NA,547.785,5.47785
2004746,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,bethilles,madrapaks Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,madrapaks,NA,NA,1158.745,11.587449999999999
2004747,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,bethilles,otisaals Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,otisaals,NA,NA,1164.4499999999998,5.8222499999999995
2004748,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,bethilles,tarnatannes Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,tarnatannes,NA,NA,588.28,5.8828
2004749,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,bethilles,allegias Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,allegias,NA,NA,1584.7475,7.9237375
2004750,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,bethilles,sesterganty Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,sesterganty,NA,NA,976.1325,9.761325000000001
2004751,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,baftas,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,NA,508.865,3.18040625
2004752,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),480,ps.,NA,NA,dongris,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,NA,828.2925,1.7256093750000001
2004753,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),620,ps.,NA,NA,guinea cloth,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,4362.19,7.035790322580644
2004754,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),60,ps.,NA,NA,guinea cloth,fijn gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),fine,NA,NA,NA,863.275,14.387916666666666
2004755,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,guinea cloth,ruw Kust,NA,natural,NA,NA,NA,Coast (presumed Coromandel),NA,raw,NA,NA,1401.6449999999998,7.008224999999999
2004756,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),80,ps.,NA,NA,guinea cloth,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,832.1425,10.40178125
2004757,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,salempores,ruw Kust,NA,natural,NA,NA,NA,Coast (presumed Coromandel),NA,raw,NA,NA,1020.53,3.18915625
2004758,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),80,ps.,NA,NA,salempores,blauw Kust,blue,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,330.4,4.13
2004759,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1360,ps.,NA,NA,salempores,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,4345.5125,3.195229779411765
2004760,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,percallen,fijn gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),fine,NA,NA,NA,649.5825,3.2479125
2004761,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,percallen,gemeen gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),ordinary,NA,NA,NA,525.3675,1.6417734375
2004762,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),160,ps.,NA,NA,negro kleden,Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,NA,NA,NA,259.05249999999995,1.6190781249999997
2004763,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),150,ps.,NA,NA,roemaals,neusdoeken Kust,NA,NA,NA,NA,NA,Coast (presumed Coromandel),NA,handkerchief,NA,NA,1546.125,10.3075
2004764,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),100,ps.,NA,NA,muris,gebleekt Kust,NA,white,NA,bleached,NA,Coast (presumed Coromandel),NA,NA,NA,NA,323.87249999999995,3.2387249999999996
2004765,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),300,ps.,NA,NA,armosynen,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,NA,NA
2004767,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),250,ps.,NA,NA,silk stuffs,zijden,NA,NA,NA,NA,silk,NA,NA,NA,NA,NA,1289.3125,5.15725
2004768,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,allibannes,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,889.3149999999999,4.446574999999999
2004769,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),80,ps.,NA,NA,bethilles,cangan Bengaals,NA,NA,NA,NA,NA,Bengal,NA,cangan,NA,NA,579.0925,7.23865625
2004770,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),700,ps.,NA,NA,caffa,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,6093.097499999999,8.704424999999999
2004771,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),300,ps.,NA,NA,chintz/kalamkari,Bengaals,NA,NA,NA,NA,NA,Bengal (Patna),NA,NA,NA,NA,829.7624999999999,2.765875
2004772,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,deriabadys,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,642.18,3.2108999999999996
2004773,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),320,ps.,NA,NA,douriasten,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,2978.0274999999997,9.306335937499998
2004774,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1000,ps.,NA,NA,dasje,Bengaals,NA,NA,NA,NA,silk,Bengal,NA,NA,NA,NA,521.9375,0.5219375
2004775,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),200,ps.,NA,NA,photaes,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,531.65,2.65825
2004776,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),1200,ps.,NA,NA,gerras,Bengaals,NA,NA,NA,NA,NA,Bengal,NA,NA,NA,NA,2709.3149999999996,2.2577624999999997
2004777,bgb_17989,VOC,Haften,1722,1723,Jakarta (former Batavia),Jakarta (former Batavia),Jakarta (fmr Batavia),Enkhuizen,Netherlands (former Dutch Republic),Netherlands (fmr Dutch Rep),520,ps.,NA,NA,guinea cloth,gebleekt Bengaals,NA,white,NA,bleached,NA,Bengal,NA,NA,NA,NA,2799.4049999999997,5.383471153846154
